Time,Day,Month,Year,Humidity,Dew point,Temperature,Rain,Cloud,Pressure,Wind,Gust,Dir,Weather
12:00,7,1,2020,39.0,18.0,33.0,0.0,62.0,1010.0,8.0,9.0,10.3,Partly cloudy
15:00,7,1,2020,39.0,18.0,33.0,0.0,67.0,1008.0,9.0,11.0,112.5,Cloudy
18:00,7,1,2020,62.0,22.0,30.0,0.0,49.0,1009.0,15.0,21.0,148.4,Partly cloudy
21:00,7,1,2020,62.0,21.0,28.0,0.1,62.0,1011.0,14.0,22.0,133.6,Partly cloudy
00:00,8,1,2020,94.0,24.0,27.0,0.0,24.0,1012.0,12.0,17.0,116.5,Partly cloudy
03:00,8,1,2020,89.0,24.0,26.0,0.0,22.0,1011.0,9.0,14.0,85.8,Partly cloudy
06:00,8,1,2020,94.0,24.0,25.0,0.0,22.0,1011.0,9.0,14.0,40.8,Partly cloudy
09:00,8,1,2020,74.0,24.0,30.0,0.0,19.0,1012.0,12.0,14.0,16.1,Partly cloudy
12:00,8,1,2020,46.0,20.0,33.0,0.0,65.0,1010.0,10.0,12.0,12.9,Partly cloudy
15:00,8,1,2020,41.0,20.0,34.0,0.0,60.0,1008.0,6.0,7.0,110.1,Overcast
18:00,8,1,2020,66.0,22.0,32.0,0.0,35.0,1009.0,9.0,14.0,158.6,Partly cloudy
21:00,8,1,2020,74.0,23.0,30.0,0.0,30.0,1010.0,9.0,14.0,152.2,Partly cloudy
00:00,9,1,2020,89.0,24.0,27.0,0.0,25.0,1011.0,4.0,6.0,131.3,Partly cloudy
03:00,9,1,2020,94.0,23.0,26.0,0.0,21.0,1010.0,2.0,3.0,69.2,Partly cloudy
06:00,9,1,2020,94.0,23.0,26.0,0.0,20.0,1011.0,4.0,5.0,251.2,Partly cloudy
09:00,9,1,2020,79.0,24.0,30.0,0.0,14.0,1012.0,5.0,6.0,317.7,Partly cloudy
15:00,9,1,2020,44.0,19.0,34.0,0.0,28.0,1007.0,12.0,14.0,118.0,Partly cloudy
18:00,9,1,2020,58.0,20.0,31.0,0.0,30.0,1008.0,18.0,24.0,144.4,Partly cloudy
21:00,9,1,2020,55.0,18.0,28.0,0.0,23.0,1009.0,16.0,24.0,141.9,Partly cloudy
00:00,10,1,2020,62.0,19.0,26.0,0.0,24.0,1010.0,10.0,15.0,144.6,Partly cloudy
03:00,10,1,2020,89.0,22.0,25.0,0.0,24.0,1009.0,6.0,8.0,111.0,Partly cloudy
06:00,10,1,2020,89.0,22.0,25.0,0.0,17.0,1010.0,8.0,11.0,50.6,Partly cloudy
09:00,10,1,2020,70.0,22.0,28.0,0.0,19.0,1011.0,11.0,13.0,17.1,Partly cloudy
12:00,10,1,2020,46.0,20.0,33.0,0.0,20.0,1009.0,10.0,12.0,233.4,Partly cloudy
15:00,10,1,2020,41.0,19.0,34.0,0.0,36.0,1007.0,6.0,7.0,257.3,Partly cloudy
18:00,10,1,2020,52.0,19.0,31.0,0.0,27.0,1008.0,12.0,16.0,163.1,Partly cloudy
21:00,10,1,2020,55.0,19.0,28.0,0.0,20.0,1009.0,13.0,18.0,145.5,Partly cloudy
00:00,11,1,2020,79.0,23.0,27.0,0.0,20.0,1010.0,12.0,17.0,142.8,Partly cloudy
03:00,11,1,2020,89.0,23.0,24.0,0.0,27.0,1009.0,7.0,11.0,217.8,Partly cloudy
06:00,11,1,2020,100.0,24.0,24.0,0.0,22.0,1010.0,4.0,6.0,256.4,Partly cloudy
09:00,11,1,2020,79.0,24.0,28.0,0.0,19.0,1011.0,4.0,5.0,269.6,Partly cloudy
12:00,11,1,2020,62.0,23.0,33.0,0.0,20.0,1010.0,6.0,8.0,290.8,Partly cloudy
15:00,11,1,2020,49.0,20.0,34.0,0.0,37.0,1007.0,5.0,6.0,292.6,Partly cloudy
18:00,11,1,2020,62.0,21.0,31.0,0.0,31.0,1008.0,12.0,17.0,203.1,Partly cloudy
21:00,11,1,2020,79.0,23.0,27.0,0.0,52.0,1010.0,13.0,18.0,152.3,Partly cloudy
03:00,12,1,2020,84.0,23.0,24.0,0.0,29.0,1009.0,4.0,6.0,213.3,Partly cloudy
06:00,12,1,2020,100.0,24.0,25.0,0.0,20.0,1010.0,3.0,4.0,305.0,Partly cloudy
09:00,12,1,2020,84.0,24.0,28.0,0.0,18.0,1012.0,6.0,7.0,335.3,Partly cloudy
12:00,12,1,2020,62.0,23.0,32.0,0.0,48.0,1010.0,9.0,10.0,340.2,Partly cloudy
15:00,12,1,2020,59.0,22.0,33.0,0.0,74.0,1007.0,5.0,6.0,223.2,Partly cloudy
18:00,12,1,2020,79.0,23.0,30.0,0.0,42.0,1008.0,13.0,18.0,152.6,Cloudy
21:00,12,1,2020,70.0,21.0,27.0,0.0,24.0,1010.0,12.0,17.0,134.3,Partly cloudy
00:00,13,1,2020,79.0,22.0,25.0,0.0,15.0,1010.0,5.0,7.0,110.3,Partly cloudy
03:00,13,1,2020,89.0,22.0,25.0,0.0,14.0,1009.0,5.0,7.0,47.5,Partly cloudy
06:00,13,1,2020,100.0,23.0,24.0,0.0,10.0,1010.0,7.0,9.0,243.6,Partly cloudy
09:00,13,1,2020,65.0,19.0,29.0,0.0,3.0,1012.0,9.0,11.0,350.9,Partly cloudy
12:00,13,1,2020,43.0,18.0,34.0,0.0,2.0,1010.0,8.0,9.0,343.5,Partly cloudy
15:00,13,1,2020,30.0,14.0,35.0,0.0,12.0,1007.0,4.0,5.0,195.3,Partly cloudy
18:00,13,1,2020,58.0,20.0,33.0,0.0,12.0,1008.0,12.0,17.0,136.4,Partly cloudy
21:00,13,1,2020,79.0,22.0,30.0,0.0,9.0,1010.0,12.0,17.0,132.5,Partly cloudy
00:00,14,1,2020,79.0,21.0,26.0,0.0,9.0,1011.0,6.0,8.0,55.7,Partly cloudy
03:00,14,1,2020,89.0,22.0,24.0,0.0,7.0,1010.0,5.0,7.0,28.4,Partly cloudy
06:00,14,1,2020,94.0,22.0,24.0,0.0,6.0,1011.0,5.0,6.0,249.6,Partly cloudy
09:00,14,1,2020,65.0,19.0,29.0,0.0,5.0,1013.0,5.0,6.0,337.7,Partly cloudy
12:00,14,1,2020,43.0,17.0,33.0,0.0,5.0,1011.0,6.0,7.0,323.3,Partly cloudy
15:00,14,1,2020,32.0,15.0,34.0,0.0,10.0,1009.0,7.0,8.0,222.0,Partly cloudy
18:00,14,1,2020,48.0,16.0,31.0,0.0,6.0,1009.0,14.0,18.0,151.8,Partly cloudy
21:00,14,1,2020,54.0,17.0,27.0,0.0,5.0,1011.0,13.0,18.0,132.5,Partly cloudy
00:00,15,1,2020,69.0,19.0,25.0,0.0,3.0,1012.0,11.0,14.0,111.0,Partly cloudy
03:00,15,1,2020,83.0,20.0,25.0,0.0,1.0,1011.0,6.0,8.0,74.3,Partly cloudy
06:00,15,1,2020,88.0,20.0,24.0,0.0,0.0,1012.0,8.0,9.0,35.2,Clear
09:00,15,1,2020,62.0,19.0,28.0,0.0,1.0,1013.0,9.0,10.0,25.5,Clear
12:00,15,1,2020,34.0,15.0,34.0,0.0,4.0,1012.0,5.0,6.0,76.6,Partly cloudy
15:00,15,1,2020,30.0,14.0,34.0,0.0,20.0,1009.0,10.0,12.0,140.5,Partly cloudy
18:00,15,1,2020,49.0,18.0,31.0,0.0,18.0,1009.0,14.0,19.0,158.6,Partly cloudy
21:00,15,1,2020,66.0,20.0,28.0,0.0,10.0,1011.0,13.0,18.0,156.0,Partly cloudy
00:00,16,1,2020,74.0,21.0,26.0,0.0,13.0,1012.0,10.0,15.0,140.1,Partly cloudy
03:00,16,1,2020,89.0,22.0,24.0,0.0,12.0,1011.0,7.0,10.0,93.1,Partly cloudy
06:00,16,1,2020,94.0,22.0,24.0,0.0,7.0,1012.0,6.0,8.0,52.0,Partly cloudy
09:00,16,1,2020,74.0,22.0,28.0,0.0,6.0,1013.0,10.0,12.0,20.4,Partly cloudy
12:00,16,1,2020,43.0,18.0,33.0,0.0,16.0,1012.0,12.0,14.0,241.8,Partly cloudy
15:00,16,1,2020,36.0,17.0,35.0,0.0,20.0,1009.0,8.0,9.0,349.1,Partly cloudy
18:00,16,1,2020,59.0,21.0,34.0,0.0,14.0,1010.0,12.0,16.0,210.1,Partly cloudy
21:00,16,1,2020,70.0,22.0,32.0,0.0,13.0,1012.0,12.0,18.0,134.1,Partly cloudy
00:00,17,1,2020,74.0,22.0,27.0,0.0,11.0,1013.0,9.0,14.0,125.4,Partly cloudy
03:00,17,1,2020,89.0,22.0,25.0,0.0,11.0,1012.0,5.0,8.0,53.5,Partly cloudy
06:00,17,1,2020,89.0,23.0,25.0,0.0,7.0,1012.0,6.0,8.0,12.5,Partly cloudy
09:00,17,1,2020,74.0,23.0,29.0,0.0,5.0,1014.0,9.0,10.0,3.5,Partly cloudy
12:00,17,1,2020,52.0,21.0,34.0,0.0,10.0,1012.0,9.0,10.0,234.5,Partly cloudy
15:00,17,1,2020,34.0,16.0,35.0,0.0,25.0,1010.0,7.0,8.0,235.8,Partly cloudy
18:00,17,1,2020,52.0,19.0,32.0,0.0,18.0,1011.0,14.0,20.0,150.1,Partly cloudy
21:00,17,1,2020,70.0,21.0,28.0,0.0,11.0,1013.0,13.0,19.0,129.8,Partly cloudy
00:00,18,1,2020,74.0,21.0,26.0,0.0,13.0,1013.0,8.0,12.0,105.1,Partly cloudy
03:00,18,1,2020,89.0,22.0,25.0,0.0,10.0,1012.0,7.0,9.0,49.2,Partly cloudy
06:00,18,1,2020,94.0,23.0,24.0,0.0,6.0,1013.0,8.0,9.0,22.3,Partly cloudy
09:00,18,1,2020,74.0,22.0,28.0,0.0,6.0,1014.0,10.0,12.0,246.1,Partly cloudy
12:00,18,1,2020,55.0,21.0,33.0,0.0,11.0,1012.0,10.0,11.0,356.8,Partly cloudy
15:00,18,1,2020,59.0,21.0,35.0,0.0,32.0,1010.0,6.0,6.0,227.5,Partly cloudy
18:00,18,1,2020,62.0,21.0,33.0,0.0,19.0,1010.0,14.0,21.0,148.3,Partly cloudy
21:00,18,1,2020,66.0,20.0,31.0,0.0,7.0,1012.0,17.0,25.0,134.9,Partly cloudy
00:00,19,1,2020,70.0,20.0,26.0,0.0,10.0,1012.0,10.0,14.0,125.0,Partly cloudy
03:00,19,1,2020,83.0,21.0,24.0,0.0,10.0,1011.0,6.0,8.0,107.6,Partly cloudy
06:00,19,1,2020,89.0,21.0,24.0,0.0,11.0,1012.0,6.0,8.0,56.8,Partly cloudy
09:00,19,1,2020,70.0,21.0,28.0,0.0,14.0,1014.0,8.0,10.0,22.7,Partly cloudy
12:00,19,1,2020,41.0,18.0,33.0,0.0,15.0,1012.0,8.0,9.0,17.6,Partly cloudy
15:00,19,1,2020,39.0,18.0,34.0,0.0,37.0,1009.0,9.0,10.0,121.0,Partly cloudy
18:00,19,1,2020,62.0,21.0,32.0,0.0,36.0,1010.0,14.0,19.0,154.5,Partly cloudy
21:00,19,1,2020,66.0,20.0,28.0,0.0,27.0,1012.0,16.0,24.0,140.2,Partly cloudy
00:00,20,1,2020,79.0,21.0,25.0,0.0,27.0,1013.0,8.0,12.0,120.4,Partly cloudy
03:00,20,1,2020,89.0,22.0,24.0,0.0,23.0,1012.0,6.0,9.0,81.3,Partly cloudy
06:00,20,1,2020,89.0,21.0,24.0,0.0,12.0,1013.0,6.0,9.0,50.8,Partly cloudy
09:00,20,1,2020,70.0,22.0,29.0,0.0,6.0,1014.0,5.0,6.0,64.0,Partly cloudy
12:00,20,1,2020,41.0,18.0,35.0,0.0,5.0,1013.0,3.0,4.0,92.9,Partly cloudy
15:00,20,1,2020,41.0,19.0,35.0,0.0,13.0,1010.0,10.0,12.0,130.3,Partly cloudy
18:00,20,1,2020,49.0,19.0,33.0,0.0,10.0,1011.0,17.0,23.0,137.8,Partly cloudy
21:00,20,1,2020,58.0,19.0,31.0,0.0,12.0,1014.0,15.0,23.0,138.6,Partly cloudy
00:00,21,1,2020,66.0,20.0,27.0,0.0,22.0,1015.0,9.0,13.0,98.6,Partly cloudy
03:00,21,1,2020,74.0,21.0,25.0,0.0,27.0,1014.0,9.0,13.0,54.1,Partly cloudy
06:00,21,1,2020,79.0,21.0,24.0,0.0,22.0,1014.0,10.0,15.0,26.8,Partly cloudy
09:00,21,1,2020,52.0,19.0,30.0,0.0,11.0,1015.0,8.0,10.0,28.9,Partly cloudy
12:00,21,1,2020,36.0,17.0,35.0,0.0,32.0,1014.0,3.0,4.0,246.0,Partly cloudy
15:00,21,1,2020,32.0,16.0,35.0,0.0,36.0,1011.0,11.0,13.0,222.6,Partly cloudy
18:00,21,1,2020,52.0,19.0,33.0,0.0,25.0,1012.0,18.0,24.0,146.7,Partly cloudy
21:00,21,1,2020,51.0,18.0,29.0,0.0,24.0,1014.0,16.0,24.0,138.1,Partly cloudy
00:00,22,1,2020,66.0,20.0,26.0,0.0,20.0,1015.0,12.0,17.0,126.8,Partly cloudy
03:00,22,1,2020,70.0,20.0,25.0,0.0,17.0,1013.0,8.0,11.0,114.8,Partly cloudy
06:00,22,1,2020,83.0,21.0,25.0,0.0,13.0,1014.0,8.0,11.0,73.7,Partly cloudy
09:00,22,1,2020,62.0,21.0,29.0,0.0,10.0,1015.0,9.0,12.0,35.6,Partly cloudy
12:00,22,1,2020,46.0,20.0,35.0,0.0,32.0,1013.0,8.0,9.0,247.1,Partly cloudy
15:00,22,1,2020,44.0,20.0,34.0,0.0,30.0,1010.0,13.0,16.0,210.8,Partly cloudy
18:00,22,1,2020,49.0,19.0,29.0,0.0,17.0,1011.0,19.0,27.0,134.0,Partly cloudy
21:00,22,1,2020,62.0,20.0,27.0,0.0,18.0,1012.0,18.0,25.0,130.0,Partly cloudy
00:00,23,1,2020,62.0,19.0,26.0,0.0,17.0,1013.0,14.0,20.0,132.0,Partly cloudy
03:00,23,1,2020,65.0,19.0,24.0,0.0,14.0,1012.0,11.0,16.0,117.0,Partly cloudy
06:00,23,1,2020,65.0,18.0,24.0,0.0,9.0,1013.0,9.0,12.0,71.4,Partly cloudy
09:00,23,1,2020,48.0,17.0,28.0,0.0,7.0,1014.0,8.0,10.0,63.4,Partly cloudy
12:00,23,1,2020,39.0,18.0,34.0,0.0,11.0,1012.0,8.0,9.0,26.9,Partly cloudy
15:00,23,1,2020,38.0,17.0,35.0,0.0,18.0,1009.0,6.0,7.0,92.9,Partly cloudy
18:00,23,1,2020,43.0,16.0,33.0,0.0,18.0,1010.0,13.0,19.0,138.7,Partly cloudy
21:00,23,1,2020,62.0,19.0,31.0,0.0,12.0,1012.0,16.0,24.0,137.4,Partly cloudy
00:00,24,1,2020,54.0,17.0,26.0,0.0,5.0,1013.0,14.0,21.0,130.5,Partly cloudy
03:00,24,1,2020,58.0,17.0,25.0,0.0,4.0,1012.0,9.0,13.0,115.3,Partly cloudy
06:00,24,1,2020,74.0,19.0,24.0,0.0,3.0,1013.0,8.0,9.0,83.2,Partly cloudy
09:00,24,1,2020,45.0,16.0,29.0,0.0,2.0,1014.0,9.0,11.0,76.8,Partly cloudy
12:00,24,1,2020,34.0,15.0,35.0,0.0,7.0,1012.0,9.0,10.0,44.4,Partly cloudy
15:00,24,1,2020,34.0,16.0,36.0,0.0,10.0,1009.0,8.0,9.0,104.0,Partly cloudy
18:00,24,1,2020,55.0,19.0,34.0,0.0,10.0,1010.0,14.0,19.0,148.0,Partly cloudy
21:00,24,1,2020,70.0,21.0,32.0,0.0,7.0,1011.0,16.0,23.0,141.5,Partly cloudy
00:00,25,1,2020,79.0,22.0,26.0,0.0,8.0,1012.0,14.0,21.0,134.6,Partly cloudy
03:00,25,1,2020,79.0,21.0,24.0,0.0,8.0,1011.0,11.0,16.0,128.8,Partly cloudy
06:00,25,1,2020,83.0,22.0,24.0,0.0,7.0,1012.0,8.0,10.0,103.4,Partly cloudy
09:00,25,1,2020,58.0,20.0,29.0,0.0,8.0,1013.0,10.0,12.0,95.0,Partly cloudy
12:00,25,1,2020,46.0,20.0,34.0,0.0,32.0,1011.0,12.0,14.0,119.4,Partly cloudy
15:00,25,1,2020,44.0,19.0,34.0,0.0,40.0,1008.0,19.0,22.0,147.4,Partly cloudy
18:00,25,1,2020,66.0,21.0,31.0,0.0,27.0,1009.0,19.0,25.0,153.6,Partly cloudy
21:00,25,1,2020,79.0,23.0,29.0,0.0,15.0,1011.0,15.0,22.0,148.4,Partly cloudy
00:00,26,1,2020,84.0,23.0,24.0,0.0,22.0,1011.0,10.0,14.0,139.1,Partly cloudy
03:00,26,1,2020,94.0,24.0,24.0,0.0,31.0,1011.0,6.0,9.0,132.4,Partly cloudy
06:00,26,1,2020,94.0,24.0,24.0,0.0,29.0,1011.0,6.0,8.0,116.1,Partly cloudy
09:00,26,1,2020,70.0,22.0,29.0,0.0,13.0,1012.0,6.0,7.0,106.3,Partly cloudy
12:00,26,1,2020,43.0,18.0,35.0,0.0,6.0,1010.0,4.0,4.0,106.2,Partly cloudy
15:00,26,1,2020,44.0,19.0,35.0,0.0,14.0,1007.0,8.0,9.0,136.7,Partly cloudy
18:00,26,1,2020,62.0,20.0,32.0,0.0,11.0,1008.0,14.0,19.0,149.8,Partly cloudy
21:00,26,1,2020,89.0,24.0,29.0,0.0,9.0,1010.0,14.0,20.0,148.3,Partly cloudy
00:00,27,1,2020,89.0,23.0,25.0,0.0,5.0,1011.0,11.0,15.0,143.7,Partly cloudy
03:00,27,1,2020,89.0,23.0,24.0,0.0,12.0,1010.0,9.0,14.0,150.0,Partly cloudy
06:00,27,1,2020,89.0,23.0,24.0,0.0,21.0,1011.0,8.0,12.0,142.5,Partly cloudy
09:00,27,1,2020,70.0,22.0,28.0,0.0,14.0,1012.0,13.0,15.0,125.9,Partly cloudy
12:00,27,1,2020,55.0,21.0,33.0,0.0,9.0,1010.0,16.0,19.0,142.7,Partly cloudy
15:00,27,1,2020,49.0,20.0,32.0,0.0,4.0,1008.0,22.0,25.0,159.1,Partly cloudy
18:00,27,1,2020,70.0,21.0,30.0,0.0,9.0,1008.0,19.0,25.0,156.1,Partly cloudy
21:00,27,1,2020,84.0,23.0,26.0,0.0,15.0,1011.0,16.0,24.0,143.2,Partly cloudy
00:00,28,1,2020,89.0,23.0,24.0,0.0,31.0,1011.0,14.0,21.0,136.1,Partly cloudy
03:00,28,1,2020,94.0,23.0,24.0,0.0,30.0,1010.0,12.0,19.0,134.1,Partly cloudy
06:00,28,1,2020,94.0,23.0,24.0,0.0,38.0,1011.0,9.0,14.0,123.4,Partly cloudy
09:00,28,1,2020,66.0,21.0,29.0,0.0,15.0,1013.0,10.0,12.0,114.8,Partly cloudy
12:00,28,1,2020,49.0,20.0,34.0,0.0,9.0,1011.0,11.0,13.0,132.3,Partly cloudy
15:00,28,1,2020,46.0,19.0,33.0,0.0,9.0,1009.0,18.0,21.0,154.5,Partly cloudy
18:00,28,1,2020,62.0,20.0,30.0,0.0,6.0,1010.0,19.0,25.0,151.8,Partly cloudy
21:00,28,1,2020,79.0,22.0,26.0,0.0,14.0,1012.0,16.0,23.0,137.8,Partly cloudy
00:00,29,1,2020,83.0,22.0,24.0,0.0,21.0,1013.0,15.0,23.0,136.1,Partly cloudy
03:00,29,1,2020,94.0,23.0,23.0,0.0,46.0,1012.0,10.0,17.0,132.1,Partly cloudy
06:00,29,1,2020,89.0,22.0,23.0,0.0,56.0,1013.0,7.0,11.0,106.9,Partly cloudy
09:00,29,1,2020,70.0,22.0,28.0,0.0,37.0,1014.0,9.0,11.0,80.9,Partly cloudy
12:00,29,1,2020,52.0,20.0,33.0,0.0,23.0,1012.0,9.0,11.0,33.6,Partly cloudy
15:00,29,1,2020,49.0,21.0,34.0,0.0,21.0,1009.0,9.0,10.0,116.1,Partly cloudy
18:00,29,1,2020,62.0,20.0,32.0,0.0,12.0,1010.0,16.0,23.0,154.2,Partly cloudy
21:00,29,1,2020,79.0,22.0,29.0,0.0,12.0,1012.0,16.0,23.0,138.0,Partly cloudy
00:00,30,1,2020,79.0,22.0,25.0,0.0,22.0,1013.0,9.0,13.0,143.9,Partly cloudy
03:00,30,1,2020,83.0,22.0,24.0,0.0,23.0,1012.0,6.0,9.0,88.4,Partly cloudy
06:00,30,1,2020,89.0,22.0,23.0,0.0,17.0,1013.0,9.0,13.0,24.1,Partly cloudy
09:00,30,1,2020,70.0,22.0,28.0,0.0,10.0,1014.0,13.0,16.0,10.2,Partly cloudy
12:00,30,1,2020,49.0,20.0,33.0,0.0,35.0,1012.0,11.0,13.0,240.6,Partly cloudy
15:00,30,1,2020,44.0,19.0,32.0,0.0,45.0,1010.0,13.0,16.0,224.1,Partly cloudy
18:00,30,1,2020,70.0,22.0,27.0,0.0,20.0,1010.0,18.0,26.0,140.7,Partly cloudy
21:00,30,1,2020,74.0,22.0,25.0,0.0,20.0,1012.0,14.0,21.0,120.7,Partly cloudy
00:00,31,1,2020,79.0,22.0,26.0,0.0,22.0,1012.0,9.0,12.0,121.5,Partly cloudy
03:00,31,1,2020,89.0,22.0,23.0,0.0,19.0,1012.0,6.0,10.0,57.7,Partly cloudy
06:00,31,1,2020,89.0,22.0,23.0,0.0,17.0,1013.0,6.0,8.0,13.9,Partly cloudy
09:00,31,1,2020,74.0,22.0,27.0,0.0,15.0,1014.0,4.0,5.0,141.2,Partly cloudy
12:00,31,1,2020,55.0,20.0,33.0,0.0,16.0,1013.0,4.0,5.0,235.1,Partly cloudy
15:00,31,1,2020,49.0,19.0,33.0,0.0,21.0,1010.0,12.0,14.0,200.4,Partly cloudy
18:00,31,1,2020,58.0,19.0,29.0,0.0,12.0,1011.0,18.0,25.0,148.9,Partly cloudy
21:00,31,1,2020,61.0,18.0,25.0,0.0,9.0,1013.0,14.0,20.0,120.8,Partly cloudy
00:00,1,2,2020,69.0,19.0,24.0,0.0,20.0,1013.0,8.0,11.0,117.1,Partly cloudy
03:00,1,2,2020,74.0,20.0,23.0,0.0,18.0,1013.0,6.0,9.0,101.3,Partly cloudy
06:00,1,2,2020,78.0,20.0,23.0,0.0,12.0,1014.0,6.0,7.0,88.0,Partly cloudy
